wine,rating,reviewer
Reustle 2014 Engedi & Onyx Bloc Riesling (Umpqua Valley),88,Paul Gregutt
Reustle 2014 Revelation & Sorek Bloc Gr체ner Veltliner (Umpqua Valley),90,Paul Gregutt
Rex Hill 2008 Shea Vineyard Pinot Noir,89,Paul Gregutt
Rex Hill 2009 Shea Vineyard Pinot Noir,88,Paul Gregutt
Rex Hill 2010 Reserve Pinot Noir (Willamette Valley),90,Paul Gregutt
Ricci Curbastro 2007 Gualberto Dosaggio Zero Sparkling (Franciacorta),90,Kerin O??�eefe
Ricci Curbastro 2008 Sat챔n Brut Chardonnay (Franciacorta),87,Kerin O??�eefe
Ricci Curbastro 2009 Brut Saten Chardonnay (Franciacorta),88,Kerin O??�eefe
Ricci Curbastro 2009 Extra Brut Sparkling (Franciacorta),86,Kerin O??�eefe
Ricci Curbastro NV Brut Ros�?Sparkling (Franciacorta),87,Kerin O??�eefe
Ricci Curbastro NV Brut Sparkling (Franciacorta),87,Kerin O??�eefe
Rideau 2014 Daliet Reserve Syrah,92,Matt Kettmann
Rideau 2014 Estate Grenache,88,Matt Kettmann
Rideau 2014 Estate Syrah,87,Matt Kettmann
Rideau 2015 The Englishmen Camp 4 Sangiovese,91,Matt Kettmann
Rigal 2012 Ch창teau Beauvillain-Monpezat Malbec-Merlot (Cahors),86,Roger Voss
Rigal 2013 Les Pierres Blanches Malbec (Cahors),90,Roger Voss
Rigal 2014 Les Fiefs d'Anglars Malbec,84,Roger Voss
Rigal 2014 Les Terrasses Malbec (Cahors),85,Roger Voss
Rigal 2014 Les Terres Rouges Malbec (Cahors),88,Roger Voss
Rigal 2014 Oltesse Malbec (Cahors),85,Roger Voss
Rinaldini NV Lambrusco,87,Kerin O??�eefe
Rivetto NV Nebbiolo,94,Kerin O??�eefe
Roark Wine Co. 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),96,Matt Kettmann
Robert Renzoni 2014 Estate Sangiovese (Temecula Valley),91,Matt Kettmann
Roche de Bellene 2010 Le Charmois Premier Cru  (Saint-Aubin),89,Roger Voss
Roche de Bellene 2010 Les Chenevottes Premier Cru  (Chassagne-Montrachet),92,Roger Voss
Roche de Bellene 2010 Premier Cru  (Montagny),89,Roger Voss
Roche de Bellene 2010 Vieilles Vignes  (Bourgogne),87,Roger Voss
Roche de Bellene 2010 Vieilles Vignes  (Bourgogne),88,Roger Voss
Roche de Bellene 2010 Vieilles Vignes  (Meursault),92,Roger Voss
Roche de Bellene 2010 Vieilles Vignes  (Savigny-l챔s-Beaune),90,Roger Voss
Roche de Bellene 2010 Vieilles Vignes  (Volnay),92,Roger Voss
Roche de Bellene 2011  Bonnes-Mares,96,Roger Voss
Roche de Bellene 2011  Chambertin,96,Roger Voss
Roche de Bellene 2011  Charmes-Chambertin,94,Roger Voss
Roche de Bellene 2011  Clos de la Roche,95,Roger Voss
Roche de Bellene 2011  Ech챕zeaux,95,Roger Voss
Roche de Bellene 2011 Aux Boudots Premier Cru  (Nuits-St.-Georges),93,Roger Voss
Roche de Bellene 2011 Pitures Premier Cru  (Volnay),91,Roger Voss
Roche de Bellene 2011 Vieilles Vignes  (Bourgogne),85,Roger Voss
Roche de Bellene 2011 Vieilles Vignes  (Bourgogne),88,Roger Voss
Roche de Bellene 2011 Vieilles Vignes  (Volnay),90,Roger Voss
Roche de Bellene 2012  Charmes-Chambertin,95,Roger Voss
Roche de Bellene 2012  Clos de la Roche,95,Roger Voss
Roche de Bellene 2012  Clos de Vougeot,94,Roger Voss
Roche de Bellene 2012 Aux Boudots Premier Cru  (Nuits-St.-Georges),93,Roger Voss
Roche de Bellene 2012 La Chateni챔re Premier Cru  (Saint-Aubin),88,Roger Voss
Roche de Bellene 2012 Les Marconnets Premier Cru  (Savigny-l챔s-Beaune),93,Roger Voss
Roche de Bellene 2012 Pitures Premier Cru  (Volnay),93,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Bourgogne),87,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Gevrey-Chambertin),92,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Meursault),91,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Morey-Saint-Denis),93,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Nuits-St.-Georges),90,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Savigny-l챔s-Beaune),90,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Volnay),92,Roger Voss
Roche de Bellene 2012 Vieilles Vignes  (Vosne-Roman챕e),93,Roger Voss
Roche de Bellene 2014  Charmes-Chambertin,96,Roger Voss
Roche de Bellene 2014  Clos Saint-Denis,95,Roger Voss
Roche de Bellene 2014  Corton,95,Roger Voss
Roche de Bellene 2014  Corton-Charlemagne,94,Roger Voss
Roche de Bellene 2014  Ech챕zeaux,95,Roger Voss
Roche de Bellene 2014  Saint-Aubin,88,Roger Voss
Roche de Bellene 2014  Saint-V챕ran,87,Roger Voss
Roche de Bellene 2014 Champeaux Premier Cru  (Gevrey-Chambertin),93,Roger Voss
Roche de Bellene 2014 Cuv챕e Terroir  (Coteaux Bourguignons),87,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Bourgogne),87,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Bourgogne),88,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Gevrey-Chambertin),92,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Meursault),90,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Nuits-St.-Georges),92,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Puligny-Montrachet),92,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Savigny-l챔s-Beaune),91,Roger Voss
Roche de Bellene 2014 Vieilles Vignes  (Volnay),92,Roger Voss
Rock Wall 2010 Obsidian Red (Red Hills Lake County),87,Virginie Boone
Rock Wall 2014 Obsideana Red (Red Hills Lake County),90,Jim Gordon
Rock Wall 2015 Fiano,88,Jim Gordon
Rocky Point 2014 Russell-Grooters Vineyard Sauvignon Blanc,90,Paul Gregutt
Roco 2011 Clawson Creek Vineyards Pinot Noir,89,Paul Gregutt
Roco 2011 Private Stash #9 Pinot Noir,91,Paul Gregutt
Roco 2013 Marsh Estate Vineyard Pinot Noir,89,Paul Gregutt
Roco 2014 Ancient Waters Pinot Noir,93,Paul Gregutt
Roco 2014 Marsh Estate Vineyard Pinot Noir,91,Paul Gregutt
Roco 2015 Marsh Estate Vineyard Pinot Noir,90,Paul Gregutt
Roco 2015 Marsh Estate Vineyards Chardonnay,90,Paul Gregutt
Roederer Estate NV Brut Ros�?Sparkling (Anderson Valley),91,Jim Gordon
Roederer Estate NV Brut Sparkling (Anderson Valley),93,Jim Gordon
Roederer Estate NV Estate Bottled Brut Ros�?Sparkling (Anderson Valley),91,Jim Gordon
Roederer Estate NV Estate Bottled Brut Sparkling (Anderson Valley),91,Jim Gordon
Roederer Estate NV Estate Bottled Brut Sparkling (Anderson Valley),92,Jim Gordon
Roger et Didier Raimbault 2013  Sancerre,87,Roger Voss
Romantic 2014 Authentic & Chic Cabernet Sauvignon (Vin de France),86,Lauren Buzzeo
Romantic 2015 Authentic & Chic Merlot (Vin de France),83,Lauren Buzzeo
Ronco Calino 2008 Brut Sparkling (Franciacorta),90,Kerin O??�eefe
Ronco Calino 2009 Brut Nature Sparkling (Franciacorta),87,Kerin O??�eefe
Ronco Calino NV Brut Sparkling (Franciacorta),88,Kerin O??�eefe
Roots 2012 Deux Vert Vineyard Melon,88,Paul Gregutt
Roots 2012 Fairsing Vineyard Chardonnay,87,Paul Gregutt
Roots 2012 Racine Pinot Noir,91,Paul Gregutt
Roots 2012 Roots Estate Vineyard Pinot Noir,89,Paul Gregutt
Roots 2012 Saffron Fields Vineyard Pinot Noir,89,Paul Gregutt
Rosemont NV Virginia Red (Virginia),87,Carrie Dykes
Ross-idi 2014 Nikolaevo Unison Chardonnay-Gew체rtztraminer White,89,Jeff Jenssen
Ross-idi 2015 Nikolaevo Chardonnay,89,Jeff Jenssen
Ross-idi 2015 Nikolaevo Vineyard Gew체rztraminer,89,Jeff Jenssen
Ross-idi 2015 Orange Nikolaevo Vineyard Chardonnay,89,Jeff Jenssen
Roxanich 2008 Ines in White White (Istria),90,Jeff Jenssen
Rozes NV Over 40 Years Old Tawny  (Port),93,Roger Voss
RR 2013 Erik's Refreshing Riesling (Nahe),86,Anna Lee C. Iijima
Ruca Malen NV Brut  (Uco Valley),86,Michael Schachner
Ruffino 1997 Greppone Mazzi  (Brunello di Montalcino),89,Roger Voss
Ruggeri & C. NV Giall'oro Extra Dry  (Valdobbiadene Prosecco Superiore),87,Kerin O??�eefe
Rui Roboredo Madeira 2010 Vinha da Urze Grande Reserva Tinto Red (Douro),92,Roger Voss
Rui Roboredo Madeira 2013 Vinha da Urze Grande Reserva Tinto Red (Douro),91,Roger Voss
Rui Roboredo Madeira 2015 Vinha da Urze Reserva Branco White (Douro),89,Roger Voss
Ruinart 1996 Dom Ruinart Brut Ros�? (Champagne),93,Roger Voss
Ruinart NV Blanc de Blancs Brut Chardonnay (Champagne),87,Roger Voss
Ruinart NV Blanc de Blancs Brut Chardonnay (Champagne),89,Roger Voss
Ruinart NV Brut Ros�? (Champagne),88,Roger Voss
Rust en Vrede 2007 Estate Red (Stellenbosch),91,Lauren Buzzeo
R챕sonance 2013 R챕sonance Vineyard Pinot Noir,94,Paul Gregutt
R챕sonance 2014 R챕sonance Vineyard Pinot Noir,94,Paul Gregutt
S&G; Estate 2010 Aleksander Merlot-Cabernet Sauvignon (Paso Robles),88,Matt Kettmann
S&G; Estate 2010 Aleksander Reserve Merlot-Cabernet Sauvignon (Paso Robles),93,Matt Kettmann
Sabart챕s NV Brut Rosado Sparkling (Cava),84,Michael Schachner
Sabart챕s NV Brut Rosado Sparkling (Cava),88,Michael Schachner
Saffron Fields Vineyard 2011 Pinot Noir,91,Paul Gregutt
Saffron Fields Vineyard 2013 Dijon Clones Pinot Noir,92,Paul Gregutt
Saffron Fields Vineyard 2013 Heritage Clones Pinot Noir,92,Paul Gregutt
Saffron Fields Vineyard 2013 Pinot Noir,93,Paul Gregutt
Saffron Fields Vineyard 2014 Dijon Clones Pinot Noir,90,Paul Gregutt
Saffron Fields Vineyard 2014 Heritage Clones Pinot Noir,89,Paul Gregutt
Saffron Fields Vineyard 2014 Pinot Noir,92,Paul Gregutt
Saget la Perri챔re 2014 Domaine de la Perri챔re  (Sancerre),86,Roger Voss
Saints Hills 2008 Dinga??Plavac Mali (Middle and South Dalmatia),82,Anna Lee C. Iijima
Salentein 2011 Portillo Estate Bottled Malbec (Valle de Uco),85,Michael Schachner
Salentein 2012 Gran Vu Blend Red (Valle de Uco),93,Michael Schachner
Salentein 2012 PR1MUM Malbec (Valle de Uco),91,Michael Schachner
Salentein 2013 Numina Spirit Vineyard Cabernet Franc (Valle de Uco),91,Michael Schachner
Salentein 2013 Numina Spirit Vineyard Estate Bottled Malbec (Valle de Uco),92,Michael Schachner
Salentein 2013 Reserve Chardonnay (Valle de Uco),87,Michael Schachner
Salentein 2013 Reserve Malbec (Valle de Uco),90,Michael Schachner
Salentein 2013 Single Vineyard San Pablo Estate Chardonnay (Valle de Uco),83,Michael Schachner
Salentein 2014 Numina Spirit Vineyard Gran Corte Red (Valle de Uco),93,Michael Schachner
Salentein 2014 Portillo Malbec (Valle de Uco),84,Michael Schachner
Salentein 2014 Reserve Malbec (Valle de Uco),89,Michael Schachner
Salentein 2015 Killka Collection Malbec (Valle de Uco),89,Michael Schachner
Salentein 2015 Portillo Estate Bottled Sauvignon Blanc (Valle de Uco),83,Michael Schachner
Salentein 2016 Portillo Estate Bottled Cabernet Sauvignon (Valle de Uco),85,Michael Schachner
Salomon-Undhof 2012 Wieden & Berg Gr체ner Veltliner (Kremstal),88,Roger Voss
Salomon-Undhof 2013 Wieden & Berg Gr체ner Veltliner (Kremstal),89,Anne Krebiehl?�MW
Salomon-Undhof 2014 Wieden & Berg Gr체ner Veltliner (Kremstal),89,Anne Krebiehl?�MW
Salomon-Undhof 2015 Wieden & Berg Gr체ner Veltliner (Kremstal),90,Anne Krebiehl?�MW
Sandeman 2000 Vau Vintage  (Port),90,Joe Czerwinski
Sandeman NV 10-Year-Old Tawny  (Port),87,Roger Voss
Sandeman NV Founders Reserve  (Port),84,Joe Czerwinski
Sandhi 2012 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills),92,Matt Kettmann
Sandhi 2013 Sanford & Benedict Chardonnay (Sta. Rita Hills),95,Matt Kettmann
Sanford 2011 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),92,Matt Kettmann
Sanford 2012 Sanford & Benedict Vineyard Viognier (Sta. Rita Hills),93,Matt Kettmann
Sanford 2013 Sanford & Benedict Vineyard Viognier (Sta. Rita Hills),92,Matt Kettmann
Sanford 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),92,Matt Kettmann
Santa Barbara Winery 2013 Pinot Noir (Santa Barbara County),85,Matt Kettmann
Santa Ema 2014 Catalina Red,91,Michael Schachner
Santa Ema 2015 Barrel Select 60/40 Cabernet Sauvignon-Merlot (Maipo Valley),86,Michael Schachner
Santa Ema 2015 Barrel Select 60/40 Cabernet Sauvignon-Merlot (Maipo Valley),84,Michael Schachner
Santa Julia 2015 Reserva Malbec (Valle de Uco),87,Michael Schachner
Santa Luz 2015 Reserva Encinos Cabernet Sauvignon (Colchagua Valley),83,Michael Schachner
Santos & Seixo 2013 Santos da Casa Grande Reserva Red (Douro),90,Roger Voss
Sarotto Roberto 2011 Audace  (Barolo),86,Kerin O??�eefe
Saviah 2008 Petite Verdot (Walla Walla Valley (WA)),90,Paul Gregutt
Saviah 2012 Hunt & Gather Red (Walla Walla Valley (WA)),92,Sean P. Sullivan
Saviah 2013 Hunt & Gather Red (Walla Walla Valley (WA)),89,Sean P. Sullivan
Scharffenberger NV Brut Excellence Sparkling (Mendocino County),89,Jim Gordon
Scharffenberger NV Brut Ros�?Excellence Sparkling (Mendocino County),89,Jim Gordon
Scheid Vineyards 2015 Pinot Noir (Monterey),86,Matt Kettmann
Scheid Vineyards 2016 Ros�?of Pinot Noir (Monterey),87,Matt Kettmann
Schloss Gobelsburg NV Brut Reserve Sparkling (?�sterreichischer Sekt),93,Anne Krebiehl?�MW
Schloss Koblenz NV Weisslack Trocken Sekt Sparkling (Germany),85,Anna Lee C. Iijima
Schloss Koblenz NV Weisslack Trocken Sekt Sparkling (Germany),85,Joe Czerwinski
Schloss Lieser 2014 Thomas Haag SL Kabinett Rieslaner (Mosel),91,Anna Lee C. Iijima
Scott Harvey 2011 J & S Reserve Barbera (Amador County),88,Virginie Boone
Scott Harvey 2011 J & S Reserve Syrah (Amador County),90,Virginie Boone
Sea Slopes 2015 Pinot Noir (Sonoma Coast),94,Virginie Boone
Seaside 2014 Pinot Noir (Marlborough),87,Joe Czerwinski
Segura Viudas NV Aria Brut Pinot Noir (Cava),82,Michael Schachner
Segura Viudas NV Aria Estate Brut Sparkling (Cava),83,Michael Schachner
Segura Viudas NV Aria Estate Brut Sparkling (Cava),87,Michael Schachner
Segura Viudas NV Aria Estate Brut Sparkling (Cava),89,Michael Schachner
Segura Viudas NV Aria Estate Extra Dry Sparkling (Cava),85,Joe Czerwinski
Segura Viudas NV Aria Estate Extra Dry Sparkling (Cava),86,Michael Schachner
Segura Viudas NV Aria Pinot Noir Brut Sparkling (Cava),81,Michael Schachner
Segura Viudas NV Brut Reserva Sparkling (Cava),84,Michael Schachner
Segura Viudas NV Brut Reserva Sparkling (Cava),84,Paul Gregutt
Segura Viudas NV Brut Reserva Sparkling (Cava),89,Michael Schachner
Segura Viudas NV Brut Ros�?Sparkling (Cava),83,Michael Schachner
Segura Viudas NV Brut Ros�?Sparkling (Cava),85,Michael Schachner
Segura Viudas NV Brut Ros�?Sparkling (Cava),86,Michael Schachner
Segura Viudas NV Extra Dry Sparkling (Cava),89,Michael Schachner
Segura Viudas NV Reserva Heredad Brut Sparkling (Cava),86,Paul Gregutt
Segura Viudas NV Reserva Heredad Sparkling (Cava),90,Michael Schachner
Serca 2013 Gran Corte Red (Valle de Uco),92,Michael Schachner
Serca 2014 AleAnd Reserva Cabernet Franc (Valle de Uco),90,Michael Schachner
Serca 2014 Gran Corte Single Vineyard Red (Valle de Uco),92,Michael Schachner
Serca 2014 Single Vineyard Reserva Malbec (Valle de Uco),91,Michael Schachner
Seufert 2015 Yamhill Vineyard Pinot Blanc,91,Paul Gregutt
Seven Deadly Zins 2008 Old Vine Zinfandel Zinfandel (Lodi),83,Virginie Boone
Seven Deadly Zins 2011 Old Vine Zinfandel (Lodi),85,Virginie Boone
Seven Hills 2009 Petite Verdot (Walla Walla Valley (WA)),92,Paul Gregutt
Seven Hills 2012 Malbec (Walla Walla Valley (WA)),92,Sean P. Sullivan
Seven Hills 2013 McClellan Estate Vineyard Petit Verdot (Walla Walla Valley (WA)),89,Sean P. Sullivan
Shannon Ridge 2013 Single Vineyard Collection Chardonnay (Red Hills Lake County),88,Jim Gordon
Shea 2013 Block 23 Pinot Noir (Willamette Valley),93,Paul Gregutt
Sheldon 2016 Luc's Vineyard Brut Ros�?Sparkling,90,Virginie Boone
Shingleback NV Black Bubbles Sparkling Shiraz (McLaren Vale),84,Joe Czerwinski
Shingleback NV Black Bubbles Sparkling Shiraz (McLaren Vale),86,Christina Pickard
SignoSeis 2011 The Angel Oak Celestial Barrel Fermented Malbec (Valle de Uco),93,Michael Schachner
SignoSeis 2011 The Angel Oak Reserva Malbec (Valle de Uco),93,Michael Schachner
SignoSeis 2012 The Angel Oak Celestial Barrel Fermented Malbec (Valle de Uco),91,Michael Schachner
SignoSeis 2012 The Angel Oak Ros�?(Valle de Uco),80,Michael Schachner
SignoSeis 2012 The Angel Oak Torront챕s (Valle de Uco),84,Michael Schachner
SignoSeis 2013 The Angel Oak Assemblage Reserva Red (Valle de Uco),89,Michael Schachner
SignoSeis 2013 The Angel Oak Malbec (Valle de Uco),88,Michael Schachner
SignoSeis 2013 The Angel Oak Reserva Malbec (Valle de Uco),88,Michael Schachner
SignoSeis 2014 The Angel Oak Ros�?(Valle de Uco),83,Michael Schachner
Simonnet-Febvre 2006  Chablis,87,Roger Voss
Simonnet-Febvre 2009 Bourgogne Pinot Noir  (Bourgogne),84,Roger Voss
Simonnet-Febvre 2014 Esprit de Lyre ,87,Roger Voss
Simonnet-Febvre 2014 Quintessence de Lyre ,87,Roger Voss
Simonnet-Febvre 2014 Saveurs de Lyre ,85,Roger Voss
Simonnet-Febvre NV Brut  (Cr챕mant de Bourgogne),89,Anne Krebiehl?�MW
Sineann 2009 Resonance Vineyard Pinot Noir,94,Paul Gregutt
Sineann 2010 Resonance Vineyard Pinot Noir,88,Paul Gregutt
Sineann 2010 Resonance Vineyard Reserve Pinot Noir,91,Paul Gregutt
Sineann 2010 Yates Conwill Vineyard Pinot Noir,90,Paul Gregutt
Sineann 2011 Resonance Vineyard Reserve Pinot Noir,92,Paul Gregutt
Sineann 2012 Resonance Vineyard Gewurztraminer,90,Paul Gregutt
Sineann 2012 Resonance Vineyard Pinot Noir,93,Paul Gregutt
Sineann 2012 Yates Conwill Vineyard Pinot Noir,94,Paul Gregutt
Sineann 2014 Yates Conwill Vineyard Pinot Noir,92,Paul Gregutt
Sineann 2015 Russell-Grooters Vineyard Pinot Noir,91,Paul Gregutt
Smith Woodhouse 1999 Late Bottled Vintage  (Port),89,Roger Voss
Sokol Blosser NV Evolution Big Time Red (America),88,Paul Gregutt
Sokol Blosser NV Evolution Lucky No. 9 White (America),87,Paul Gregutt
Sokol Blosser NV Evolution Lucky No. 9 White (America),89,Paul Gregutt
Sol Rouge 2010 Cabernet Franc (Red Hills Lake County),92,Jim Gordon
Sol Rouge 2011 Cabernet Sauvignon (Red Hills Lake County),93,Jim Gordon
Sol Rouge 2011 Estate Mourv챔dre (Red Hills Lake County),92,Jim Gordon
Sol Rouge 2011 Estate Zinfandel (Red Hills Lake County),88,Jim Gordon
Sol Rouge 2011 Gypsy Rouge Estate Red (Red Hills Lake County),94,Jim Gordon
Sol Rouge 2011 Syrah (Red Hills Lake County),93,Jim Gordon
Sol Rouge 2012 Cabernet Sauvignon (Red Hills Lake County),91,Jim Gordon
Sol Rouge 2012 Gypsy Rouge Red (Red Hills Lake County),88,Jim Gordon
Sol Rouge 2012 Mourv챔dre (Red Hills Lake County),92,Jim Gordon
Sol Rouge 2012 Syrah (Red Hills Lake County),93,Jim Gordon
Sol Rouge 2013 Cabernet Sauvignon (Red Hills Lake County),91,Jim Gordon
Sol Rouge 2013 Gypsy Rouge Red (Red Hills Lake County),91,Jim Gordon
Sol Rouge 2013 Mourv챔dre (Red Hills Lake County),91,Jim Gordon
Sol Rouge 2013 Petite Sirah (Red Hills Lake County),93,Jim Gordon
Sol Rouge 2013 Syrah (Red Hills Lake County),92,Jim Gordon
Sol Rouge 2013 Zinfandel (Red Hills Lake County),92,Jim Gordon
Solitary Cellars 2014 Ball & Chain Red (California),89,Jim Gordon
Sol챕na 2005 Guadalupe Pinot Noir,89,Paul Gregutt
Sol챕na 2008 Guadalupe Vineyard Pinot Noir,87,Paul Gregutt
Sol챕na 2009 Domaine Danielle Laurent Pinot Noir,90,Paul Gregutt
Sol챕na 2009 Guadalupe Vineyard Pinot Noir,92,Paul Gregutt
Sol챕na 2012 Domaine Danielle Laurent Chardonnay,89,Paul Gregutt
Sol챕na 2012 Domaine Danielle Laurent Pinot Noir,87,Paul Gregutt
Sol챕na 2013 Domaine Danielle Laurent Chardonnay,86,Paul Gregutt
Sol챕na 2013 Domaine Danielle Laurent Pinot Noir,88,Paul Gregutt
Sol챕na 2014 Domaine Danielle Laurent Chardonnay,91,Paul Gregutt
Sol챕na 2014 Domaine Danielle Laurent Legacy Pinot Noir,88,Paul Gregutt
Sol챕na 2015 Domaine Danielle Laurent Chardonnay,88,Paul Gregutt
Sol챕na 2015 Domaine Danielle Laurent Pinot Noir,88,Paul Gregutt
Soml처i V찼ndor 2015 Furmint,89,Jeff Jenssen
Sonim NV Brut Reserva Sparkling (Cava),86,Michael Schachner
Sophora NV Cuv챕e Sparkling (New Zealand),88,Christina Pickard
Sophora NV Ros�?Sparkling (New Zealand),83,Christina Pickard
Sorelle Bronca NV Brut Glera,88,Kerin O??�eefe
Spann Vineyards 2012 S & M Red (Sonoma Valley),90,Virginie Boone
Sparkling Pointe NV Brut Sparkling (North Fork of Long Island),90,Anna Lee C. Iijima
Spicewood 2013 The Good Guy Red,88,Alexander Peartree
Spicewood 2014 Tempranillo,85,Alexander Peartree
Spindrift Cellars 2013 Pinot Gris & Pinot Noir Ros�?(Willamette Valley),88,Paul Gregutt
St. Donat 2013 M찼rga White,88,Jeff Jenssen
St. Donat 2014 Estate Furmint,89,Jeff Jenssen
St. Donat 2015 M찼rga Furmint,89,Jeff Jenssen
St. Innocent 2013 Shea Vineyard Pinot Noir,94,Paul Gregutt
St. Innocent 2014 Shea Vineyard Pinot Noir,94,Paul Gregutt
Stargazer Barn 2013 Merlot,87,Jim Gordon
Stargazer Barn 2015 Unoaked Chardonnay,91,Jim Gordon
Steele 2014 Cabernet Sauvignon (Red Hills Lake County),90,Jim Gordon
Steppe Cellars 2006 Gew체rztraminer (Yakima Valley),84,Paul Gregutt
Stone Castle 2013 Shiraz,87,Jeff Jenssen
Stone Castle 2014 Amphora Red,84,Jeff Jenssen
Stone Castle 2014 Premium Vranac,86,Jeff Jenssen
Stone Castle 2015 Royal Riesling,84,Jeff Jenssen
Suertes del Marqu챕s 2015 7 Fuentes Red,91,Michael Schachner
Suertes del Marqu챕s 2015 El Ciruelo Vi챰as Viejas List찼n Negro,91,Michael Schachner
Suertes del Marqu챕s 2015 Los Pasitos Babosa Negro,92,Michael Schachner
Suertes del Marqu챕s 2015 Trenzado White,88,Michael Schachner
Superuco 2014 Michelini Sammartino Calc찼reo Coluvio de Altamira Malbec (Valle de Uco),91,Michael Schachner
Superuco 2014 Michelini Sammartino Calc찼reo Rio de los Chacayes Malbec (Valle de Uco),92,Michael Schachner
Susana Balbo 2014 Signature Barrel Fermented Torront챕s (Valle de Uco),88,Michael Schachner
Swick 2014 Fairsing Vineyard Pinot Noir,87,Paul Gregutt
Sylla Sebaste 2013 Bussia  (Barolo),88,Kerin O??�eefe
Sylvaine et Alain Normand 2016  M창con La Roche Vineuse,89,Roger Voss
Szigeti NV Brut Gr체ner Veltliner (?�sterreichischer Sekt),87,Roger Voss
Szigeti NV Brut Gr체ner Veltliner (?�sterreichischer Sekt),88,Roger Voss
S챕lection Laurence F챕raud 2008 Red,89,Joe Czerwinski
T.W. Fermentation 2013 Straight Cab Cabernet Sauvignon (Paso Robles),91,Matt Kettmann
Tablas Creek 2012 Esprit Blanc de Tablas Estate Grown & Bottled Roussanne-Grenache Blanc-Picpoul Blanc White (Paso Robles),92,Matt Kettmann
Tablas Creek 2012 Estate Grown & Bottled Roussanne (Paso Robles),87,Matt Kettmann
Tablas Creek 2013 C척tes de Tablas Estate Grown & Bottled Red (Paso Robles),89,Matt Kettmann
Taittinger NV La Fran챌aise Brut  (Champagne),89,Roger Voss
Taittinger NV La Fran챌aise Brut  (Champagne),91,Paul Gregutt
Taittinger NV La Fran챌aise Brut  (Champagne),91,Roger Voss
Taittinger NV La Fran챌aise Brut  (Champagne),92,Roger Voss
Taittinger NV Prestige Brut Ros�? (Champagne),88,Paul Gregutt
Taittinger NV Prestige Brut Ros�? (Champagne),88,Roger Voss
Taittinger NV Prestige Brut Ros�? (Champagne),89,Roger Voss
Taittinger NV Pr챕lude Grands Crus Brut  (Champagne),88,Michael Schachner
Taittinger NV Pr챕lude Grands Crus Brut  (Champagne),90,Joe Czerwinski
Taittinger NV Pr챕lude Grands Crus Brut  (Champagne),93,Paul Gregutt
Talbott 2012 R&V Sleepy Hollow Vineyard Late Harvest Riesling (Santa Lucia Highlands),88,Matt Kettmann
Tantara 2014 Ingeborg Vineyard Syrah,90,Matt Kettmann
Tantara 2014 Mateo Vineyard Cabernet Franc,86,Matt Kettmann
TAO 2013 Awakening Sangiovese,88,Matt Kettmann
TAO 2013 Eternal Bliss Cabernet Sauvignon,86,Matt Kettmann
Tapiz 2012 Selecci처n de Barricas Reserve San Pablo Vineyard Red (Valle de Uco),90,Michael Schachner
Tapteil Vineyard 2010 E&E Shaw Vineyard Red (Red Mountain),88,Paul Gregutt
Tarapaca 2000 La Isla Vineyard Sauvignon Blanc (Maipo Valley),86,Michael Schachner
Taylor Fladgate NV First Estate Reserve  (Port),87,Roger Voss
Teliani Valley 2015 Tsolikouri,87,Mike DeSimone
Tenuta di Biserno 2014 Il Pino di Biserno Red (Toscana),89,Kerin O??�eefe
Tenuta Valdipiatta 2011  Rosso di Montepulciano,89,Kerin O??�eefe
Tenuta Valdipiatta 2012  Rosso di Montepulciano,87,Kerin O??�eefe
Tenuta Valdipiatta 2013  Vino Nobile di Montepulciano,89,Kerin O??�eefe
Tenuta Valdipiatta 2013 Vigna d'Alfiero  (Vino Nobile di Montepulciano),92,Kerin O??�eefe
Terra Silvestre 2014 Grande Reserva Red (Tejo),92,Roger Voss
Terre de Loups 2014 Les Terrasses Royales Carignan-Syrah,89,Lauren Buzzeo
Terre Nere 2012 Campigli Vallone  (Brunello di Montalcino),92,Kerin O??�eefe
Testarossa 2013 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),93,Matt Kettmann
Testarossa 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),93,Matt Kettmann
Testarossa 2015 Sanford & Benedict Pinot Noir (Sta. Rita Hills),92,Matt Kettmann
The Four Graces 2012 Doe Ridge Estate Pinot Noir,93,Paul Gregutt
